Outer_Fold,FS_method,Classifier,Best_k,Selected_Features
2,LASSO,LightGBM,10,"original_shape_Elongation,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_shape_Sphericity,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Skewness,original_firstorder_Variance,original_glcm_ClusterProminence,original_glcm_DifferenceAverage,original_glcm_Idm"
2,LASSO,LightGBM,30,"original_shape_Elongation,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_shape_Sphericity,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Skewness,original_firstorder_Variance,original_glcm_ClusterProminence,original_glcm_DifferenceAverage,original_glcm_Idm,original_glcm_Idn,original_glcm_Imc1,original_glcm_JointAverage,original_glcm_SumAverage,original_glcm_SumSquares,original_glrlm_LongRunEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glrlm_RunPercentage,original_glrlm_ShortRunEmphasis,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelVariance,original_gldm_LargeDependenceEmphasis"
2,LASSO,LightGBM,50,"original_shape_Elongation,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_shape_Sphericity,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Skewness,original_firstorder_Variance,original_glcm_ClusterProminence,original_glcm_DifferenceAverage,original_glcm_Idm,original_glcm_Idn,original_glcm_Imc1,original_glcm_JointAverage,original_glcm_SumAverage,original_glcm_SumSquares,original_glrlm_LongRunEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glrlm_RunPercentage,original_glrlm_ShortRunEmphasis,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_glcm_DifferenceAverage,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_JointEnergy,wavelet-LLH_glcm_MCC,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,wavelet-LLH_glrlm_ShortRunEmphasis,wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LLH_ngtdm_Strength,wavelet-LHL_firstorder_Kurtosis,wavelet-LHL_firstorder_Mean"
2,LASSO,LightGBM,70,"original_shape_Elongation,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_shape_Sphericity,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Skewness,original_firstorder_Variance,original_glcm_ClusterProminence,original_glcm_DifferenceAverage,original_glcm_Idm,original_glcm_Idn,original_glcm_Imc1,original_glcm_JointAverage,original_glcm_SumAverage,original_glcm_SumSquares,original_glrlm_LongRunEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glrlm_RunPercentage,original_glrlm_ShortRunEmphasis,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_glcm_DifferenceAverage,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_JointEnergy,wavelet-LLH_glcm_MCC,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,wavelet-LLH_glrlm_ShortRunEmphasis,wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LLH_ngtdm_Strength,wavelet-LHL_firstorder_Kurtosis,wavelet-LHL_firstorder_Mean,wavelet-LHL_firstorder_RootMeanSquared,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_DifferenceAverage,wavelet-LHL_glcm_Id,wavelet-LHL_glcm_Imc1,wavelet-LHL_glcm_JointEnergy,wavelet-LHL_glcm_JointEntropy,wavelet-LHL_glcm_MCC,wavelet-LHL_glrlm_GrayLevelVariance,wavelet-LHL_glrlm_RunLengthNonUniformityNormalized,wavelet-LHL_glrlm_RunPercentage,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis,wavelet-LHL_glszm_ZoneEntropy,wavelet-LHL_glszm_ZonePercentage,wavelet-LHL_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceNonUniformityNormalized,wavelet-LHL_gldm_DependenceVariance,wavelet-LHL_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LHL_ngtdm_Coarseness"
2,LASSO,LightGBM,90,"original_shape_Elongation,original_shape_Maximum2DDiameterRow,original_shape_Maximum3DDiameter,original_shape_Sphericity,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Skewness,original_firstorder_Variance,original_glcm_ClusterProminence,original_glcm_DifferenceAverage,original_glcm_Idm,original_glcm_Idn,original_glcm_Imc1,original_glcm_JointAverage,original_glcm_SumAverage,original_glcm_SumSquares,original_glrlm_LongRunEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_RunEntropy,original_glrlm_RunPercentage,original_glrlm_ShortRunEmphasis,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,original_ngtdm_Strength,wavelet-LLH_glcm_DifferenceAverage,wavelet-LLH_glcm_Idm,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_JointEnergy,wavelet-LLH_glcm_MCC,wavelet-LLH_glcm_SumAverage,wavelet-LLH_glrlm_LongRunHighGrayLevelEmphasis,wavelet-LLH_glrlm_ShortRunEmphasis,wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis,wavelet-LLH_gldm_DependenceNonUniformityNormalized,wavelet-LLH_gldm_SmallDependenceEmphasis,wavelet-LLH_gldm_SmallDependenceHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LLH_ngtdm_Strength,wavelet-LHL_firstorder_Kurtosis,wavelet-LHL_firstorder_Mean,wavelet-LHL_firstorder_RootMeanSquared,wavelet-LHL_glcm_Contrast,wavelet-LHL_glcm_DifferenceAverage,wavelet-LHL_glcm_Id,wavelet-LHL_glcm_Imc1,wavelet-LHL_glcm_JointEnergy,wavelet-LHL_glcm_JointEntropy,wavelet-LHL_glcm_MCC,wavelet-LHL_glrlm_GrayLevelVariance,wavelet-LHL_glrlm_RunLengthNonUniformityNormalized,wavelet-LHL_glrlm_RunPercentage,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LHL_glszm_SmallAreaHighGrayLevelEmphasis,wavelet-LHL_glszm_ZoneEntropy,wavelet-LHL_glszm_ZonePercentage,wavelet-LHL_gldm_DependenceEntropy,wavelet-LHL_gldm_DependenceNonUniformityNormalized,wavelet-LHL_gldm_DependenceVariance,wavelet-LHL_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LHL_ngtdm_Coarseness,wavelet-LHL_ngtdm_Strength,wavelet-LHH_firstorder_Entropy,wavelet-LHH_firstorder_Median,wavelet-LHH_firstorder_Minimum,wavelet-LHH_firstorder_Uniformity,wavelet-LHH_glcm_Correlation,wavelet-LHH_glcm_DifferenceEntropy,wavelet-LHH_glcm_DifferenceVariance,wavelet-LHH_glcm_Idmn,wavelet-LHH_glcm_Idn,wavelet-LHH_glcm_JointEntropy,wavelet-LHH_glcm_SumAverage,wavelet-LHH_glrlm_GrayLevelVariance,wavelet-LHH_glrlm_RunVariance,wavelet-LHH_glrlm_ShortRunEmphasis,wavelet-LHH_glrlm_ShortRunHighGrayLevelEmphasis,wavelet-LHH_glszm_GrayLevelNonUniformityNormalized,wavelet-LHH_glszm_ZoneEntropy,wavelet-LHH_glszm_ZonePercentage,wavelet-LHH_gldm_DependenceNonUniformity"
2,RF_importance,LightGBM,10,"wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HLH_gldm_DependenceEntropy,original_firstorder_Variance,wavelet-HHH_glcm_SumSquares,original_gldm_GrayLevelVariance,wavelet-HHH_firstorder_Entropy,wavelet-HLH_glcm_Idn,wavelet-HLH_glcm_DifferenceVariance,wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHH_gldm_GrayLevelVariance"
2,RF_importance,LightGBM,30,"wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HLH_gldm_DependenceEntropy,original_firstorder_Variance,wavelet-HHH_glcm_SumSquares,original_gldm_GrayLevelVariance,wavelet-HHH_firstorder_Entropy,wavelet-HLH_glcm_Idn,wavelet-HLH_glcm_DifferenceVariance,wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHH_gldm_GrayLevelVariance,wavelet-LHL_firstorder_Mean,wavelet-LLL_glszm_GrayLevelVariance,wavelet-HHL_glcm_Idm,wavelet-LHH_ngtdm_Coarseness,wavelet-LLL_glcm_Idmn,wavelet-LHL_ngtdm_Coarseness,wavelet-HHH_firstorder_Maximum,wavelet-LHH_glrlm_GrayLevelVariance,wavelet-HLL_glcm_Idn,wavelet-HHH_glrlm_GrayLevelVariance,wavelet-HHH_glcm_DifferenceVariance,wavelet-HLL_firstorder_Median,wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,wavelet-LHH_gldm_GrayLevelVariance,log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-HHH_gldm_SmallDependenceEmphasis,log-sigma-2-0-mm-3D_glrlm_RunEntropy,wavelet-HHH_firstorder_Uniformity,wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,wavelet-LHH_glcm_DifferenceEntropy"
2,RF_importance,LightGBM,50,"wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HLH_gldm_DependenceEntropy,original_firstorder_Variance,wavelet-HHH_glcm_SumSquares,original_gldm_GrayLevelVariance,wavelet-HHH_firstorder_Entropy,wavelet-HLH_glcm_Idn,wavelet-HLH_glcm_DifferenceVariance,wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHH_gldm_GrayLevelVariance,wavelet-LHL_firstorder_Mean,wavelet-LLL_glszm_GrayLevelVariance,wavelet-HHL_glcm_Idm,wavelet-LHH_ngtdm_Coarseness,wavelet-LLL_glcm_Idmn,wavelet-LHL_ngtdm_Coarseness,wavelet-HHH_firstorder_Maximum,wavelet-LHH_glrlm_GrayLevelVariance,wavelet-HLL_glcm_Idn,wavelet-HHH_glrlm_GrayLevelVariance,wavelet-HHH_glcm_DifferenceVariance,wavelet-HLL_firstorder_Median,wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,wavelet-LHH_gldm_GrayLevelVariance,log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-HHH_gldm_SmallDependenceEmphasis,log-sigma-2-0-mm-3D_glrlm_RunEntropy,wavelet-HHH_firstorder_Uniformity,wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,wavelet-LHH_glcm_DifferenceEntropy,wavelet-HLH_firstorder_Median,wavelet-LLL_glcm_JointAverage,wavelet-HLH_gldm_GrayLevelVariance,wavelet-HLL_gldm_DependenceVariance,wavelet-LHL_firstorder_RootMeanSquared,wavelet-LHH_gldm_SmallDependenceEmphasis,original_glszm_ZoneEntropy,log-sigma-1-0-mm-3D_firstorder_Entropy,wavelet-HLH_gldm_SmallDependenceEmphasis,wavelet-HHH_glrlm_RunPercentage,wavelet-HHL_ngtdm_Coarseness,wavelet-HLH_glcm_Idmn,wavelet-HLL_ngtdm_Coarseness,log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,wavelet-HLH_glcm_ClusterShade,wavelet-HHH_gldm_LargeDependenceHighGrayLevelEmphasis,log-sigma-2-0-mm-3D_gldm_GrayLevelNonUniformity,wavelet-LHH_firstorder_Minimum,log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,original_glcm_ClusterProminence"
2,RF_importance,LightGBM,70,"wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HLH_gldm_DependenceEntropy,original_firstorder_Variance,wavelet-HHH_glcm_SumSquares,original_gldm_GrayLevelVariance,wavelet-HHH_firstorder_Entropy,wavelet-HLH_glcm_Idn,wavelet-HLH_glcm_DifferenceVariance,wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHH_gldm_GrayLevelVariance,wavelet-LHL_firstorder_Mean,wavelet-LLL_glszm_GrayLevelVariance,wavelet-HHL_glcm_Idm,wavelet-LHH_ngtdm_Coarseness,wavelet-LLL_glcm_Idmn,wavelet-LHL_ngtdm_Coarseness,wavelet-HHH_firstorder_Maximum,wavelet-LHH_glrlm_GrayLevelVariance,wavelet-HLL_glcm_Idn,wavelet-HHH_glrlm_GrayLevelVariance,wavelet-HHH_glcm_DifferenceVariance,wavelet-HLL_firstorder_Median,wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,wavelet-LHH_gldm_GrayLevelVariance,log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-HHH_gldm_SmallDependenceEmphasis,log-sigma-2-0-mm-3D_glrlm_RunEntropy,wavelet-HHH_firstorder_Uniformity,wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,wavelet-LHH_glcm_DifferenceEntropy,wavelet-HLH_firstorder_Median,wavelet-LLL_glcm_JointAverage,wavelet-HLH_gldm_GrayLevelVariance,wavelet-HLL_gldm_DependenceVariance,wavelet-LHL_firstorder_RootMeanSquared,wavelet-LHH_gldm_SmallDependenceEmphasis,original_glszm_ZoneEntropy,log-sigma-1-0-mm-3D_firstorder_Entropy,wavelet-HLH_gldm_SmallDependenceEmphasis,wavelet-HHH_glrlm_RunPercentage,wavelet-HHL_ngtdm_Coarseness,wavelet-HLH_glcm_Idmn,wavelet-HLL_ngtdm_Coarseness,log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,wavelet-HLH_glcm_ClusterShade,wavelet-HHH_gldm_LargeDependenceHighGrayLevelEmphasis,log-sigma-2-0-mm-3D_gldm_GrayLevelNonUniformity,wavelet-LHH_firstorder_Minimum,log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,original_glcm_ClusterProminence,original_gldm_DependenceNonUniformityNormalized,wavelet-LHH_gldm_DependenceNonUniformity,original_ngtdm_Coarseness,wavelet-HLL_glcm_Idmn,wavelet-LLL_glcm_Imc1,wavelet-HHH_glcm_Idmn,wavelet-HHL_glrlm_GrayLevelVariance,wavelet-HHL_glrlm_ShortRunEmphasis,wavelet-HLH_glcm_SumEntropy,log-sigma-2-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LLL_glrlm_RunPercentage,wavelet-LHH_gldm_DependenceNonUniformityNormalized,wavelet-HLH_glrlm_GrayLevelVariance,wavelet-HHH_ngtdm_Strength,wavelet-HLH_firstorder_Uniformity,log-sigma-1-0-mm-3D_glcm_Idn,wavelet-HHL_gldm_HighGrayLevelEmphasis,wavelet-LLH_glcm_Idmn,wavelet-LHL_glszm_ZoneEntropy"
2,RF_importance,LightGBM,90,"wavelet-HHH_gldm_LowGrayLevelEmphasis,wavelet-HLH_gldm_DependenceEntropy,original_firstorder_Variance,wavelet-HHH_glcm_SumSquares,original_gldm_GrayLevelVariance,wavelet-HHH_firstorder_Entropy,wavelet-HLH_glcm_Idn,wavelet-HLH_glcm_DifferenceVariance,wavelet-HLH_glrlm_GrayLevelNonUniformityNormalized,wavelet-HHH_gldm_GrayLevelVariance,wavelet-LHL_firstorder_Mean,wavelet-LLL_glszm_GrayLevelVariance,wavelet-HHL_glcm_Idm,wavelet-LHH_ngtdm_Coarseness,wavelet-LLL_glcm_Idmn,wavelet-LHL_ngtdm_Coarseness,wavelet-HHH_firstorder_Maximum,wavelet-LHH_glrlm_GrayLevelVariance,wavelet-HLL_glcm_Idn,wavelet-HHH_glrlm_GrayLevelVariance,wavelet-HHH_glcm_DifferenceVariance,wavelet-HLL_firstorder_Median,wavelet-LLL_glrlm_RunLengthNonUniformityNormalized,wavelet-LHH_gldm_GrayLevelVariance,log-sigma-1-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-HHH_gldm_SmallDependenceEmphasis,log-sigma-2-0-mm-3D_glrlm_RunEntropy,wavelet-HHH_firstorder_Uniformity,wavelet-HHH_glrlm_LowGrayLevelRunEmphasis,wavelet-LHH_glcm_DifferenceEntropy,wavelet-HLH_firstorder_Median,wavelet-LLL_glcm_JointAverage,wavelet-HLH_gldm_GrayLevelVariance,wavelet-HLL_gldm_DependenceVariance,wavelet-LHL_firstorder_RootMeanSquared,wavelet-LHH_gldm_SmallDependenceEmphasis,original_glszm_ZoneEntropy,log-sigma-1-0-mm-3D_firstorder_Entropy,wavelet-HLH_gldm_SmallDependenceEmphasis,wavelet-HHH_glrlm_RunPercentage,wavelet-HHL_ngtdm_Coarseness,wavelet-HLH_glcm_Idmn,wavelet-HLL_ngtdm_Coarseness,log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,wavelet-HLH_glcm_ClusterShade,wavelet-HHH_gldm_LargeDependenceHighGrayLevelEmphasis,log-sigma-2-0-mm-3D_gldm_GrayLevelNonUniformity,wavelet-LHH_firstorder_Minimum,log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,original_glcm_ClusterProminence,original_gldm_DependenceNonUniformityNormalized,wavelet-LHH_gldm_DependenceNonUniformity,original_ngtdm_Coarseness,wavelet-HLL_glcm_Idmn,wavelet-LLL_glcm_Imc1,wavelet-HHH_glcm_Idmn,wavelet-HHL_glrlm_GrayLevelVariance,wavelet-HHL_glrlm_ShortRunEmphasis,wavelet-HLH_glcm_SumEntropy,log-sigma-2-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LLL_glrlm_RunPercentage,wavelet-LHH_gldm_DependenceNonUniformityNormalized,wavelet-HLH_glrlm_GrayLevelVariance,wavelet-HHH_ngtdm_Strength,wavelet-HLH_firstorder_Uniformity,log-sigma-1-0-mm-3D_glcm_Idn,wavelet-HHL_gldm_HighGrayLevelEmphasis,wavelet-LLH_glcm_Idmn,wavelet-LHL_glszm_ZoneEntropy,original_glcm_SumSquares,log-sigma-1-0-mm-3D_glrlm_LongRunEmphasis,log-sigma-1-0-mm-3D_gldm_DependenceEntropy,original_glcm_Imc1,log-sigma-2-0-mm-3D_glrlm_RunLengthNonUniformity,log-sigma-1-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,log-sigma-3-0-mm-3D_glcm_MCC,wavelet-LHH_gldm_HighGrayLevelEmphasis,log-sigma-2-0-mm-3D_glcm_ClusterTendency,wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized,wavelet-HLH_ngtdm_Coarseness,wavelet-LLL_glcm_Autocorrelation,log-sigma-2-0-mm-3D_glrlm_GrayLevelNonUniformityNormalized,wavelet-LHH_gldm_LowGrayLevelEmphasis,wavelet-HLH_glszm_LargeAreaLowGrayLevelEmphasis,wavelet-HHH_ngtdm_Complexity,wavelet-HHL_firstorder_Uniformity,wavelet-HHH_firstorder_Median,original_glrlm_RunEntropy,wavelet-LLL_firstorder_Variance"
2,Boruta,LightGBM,10,"original_shape_Sphericity,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Skewness,original_firstorder_Variance,original_glcm_ClusterProminence,original_glcm_DifferenceAverage,original_glcm_Idm,original_glcm_Idn,original_glcm_Imc1,original_glcm_SumAverage"
2,Boruta,LightGBM,30,"original_shape_Sphericity,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Skewness,original_firstorder_Variance,original_glcm_ClusterProminence,original_glcm_DifferenceAverage,original_glcm_Idm,original_glcm_Idn,original_glcm_Imc1,original_glcm_SumAverage,original_glcm_SumSquares,original_glrlm_RunEntropy,original_glszm_SmallAreaEmphasis,original_glszm_ZoneEntropy,original_gldm_DependenceNonUniformityNormalized,original_gldm_GrayLevelVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_JointEnergy,wavelet-LLH_glcm_MCC,wavelet-LLH_glrlm_ShortRunEmphasis,wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LHL_firstorder_Kurtosis,wavelet-LHL_firstorder_Mean,wavelet-LHL_firstorder_RootMeanSquared,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LHL_glszm_ZoneEntropy"
2,Boruta,LightGBM,50,"original_shape_Sphericity,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Skewness,original_firstorder_Variance,original_glcm_ClusterProminence,original_glcm_DifferenceAverage,original_glcm_Idm,original_glcm_Idn,original_glcm_Imc1,original_glcm_SumAverage,original_glcm_SumSquares,original_glrlm_RunEntropy,original_glszm_SmallAreaEmphasis,original_glszm_ZoneEntropy,original_gldm_DependenceNonUniformityNormalized,original_gldm_GrayLevelVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_JointEnergy,wavelet-LLH_glcm_MCC,wavelet-LLH_glrlm_ShortRunEmphasis,wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LHL_firstorder_Kurtosis,wavelet-LHL_firstorder_Mean,wavelet-LHL_firstorder_RootMeanSquared,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LHL_glszm_ZoneEntropy,wavelet-LHL_glszm_ZonePercentage,wavelet-LHL_gldm_DependenceVariance,wavelet-LHL_ngtdm_Coarseness,wavelet-LHH_firstorder_Entropy,wavelet-LHH_firstorder_Minimum,wavelet-LHH_firstorder_Uniformity,wavelet-LHH_glcm_DifferenceEntropy,wavelet-LHH_glcm_Idn,wavelet-LHH_glcm_JointEntropy,wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized,wavelet-LHH_glrlm_GrayLevelVariance,wavelet-LHH_glrlm_RunVariance,wavelet-LHH_glrlm_ShortRunEmphasis,wavelet-LHH_glszm_ZonePercentage,wavelet-LHH_gldm_DependenceNonUniformity,wavelet-LHH_gldm_GrayLevelVariance,wavelet-LHH_gldm_HighGrayLevelEmphasis,wavelet-LHH_gldm_LowGrayLevelEmphasis,wavelet-LHH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis"
2,Boruta,LightGBM,70,"original_shape_Sphericity,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Skewness,original_firstorder_Variance,original_glcm_ClusterProminence,original_glcm_DifferenceAverage,original_glcm_Idm,original_glcm_Idn,original_glcm_Imc1,original_glcm_SumAverage,original_glcm_SumSquares,original_glrlm_RunEntropy,original_glszm_SmallAreaEmphasis,original_glszm_ZoneEntropy,original_gldm_DependenceNonUniformityNormalized,original_gldm_GrayLevelVariance,original_gldm_LargeDependenceEmphasis,original_ngtdm_Coarseness,wavelet-LLH_glcm_Idmn,wavelet-LLH_glcm_JointEnergy,wavelet-LLH_glcm_MCC,wavelet-LLH_glrlm_ShortRunEmphasis,wavelet-LLH_glszm_SmallAreaHighGrayLevelEmphasis,wavelet-LLH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LLH_ngtdm_Coarseness,wavelet-LHL_firstorder_Kurtosis,wavelet-LHL_firstorder_Mean,wavelet-LHL_firstorder_RootMeanSquared,wavelet-LHL_glrlm_ShortRunEmphasis,wavelet-LHL_glszm_ZoneEntropy,wavelet-LHL_glszm_ZonePercentage,wavelet-LHL_gldm_DependenceVariance,wavelet-LHL_ngtdm_Coarseness,wavelet-LHH_firstorder_Entropy,wavelet-LHH_firstorder_Minimum,wavelet-LHH_firstorder_Uniformity,wavelet-LHH_glcm_DifferenceEntropy,wavelet-LHH_glcm_Idn,wavelet-LHH_glcm_JointEntropy,wavelet-LHH_glrlm_GrayLevelNonUniformityNormalized,wavelet-LHH_glrlm_GrayLevelVariance,wavelet-LHH_glrlm_RunVariance,wavelet-LHH_glrlm_ShortRunEmphasis,wavelet-LHH_glszm_ZonePercentage,wavelet-LHH_gldm_DependenceNonUniformity,wavelet-LHH_gldm_GrayLevelVariance,wavelet-LHH_gldm_HighGrayLevelEmphasis,wavelet-LHH_gldm_LowGrayLevelEmphasis,wavelet-LHH_gldm_SmallDependenceEmphasis,wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis,wavelet-LHH_ngtdm_Coarseness,wavelet-LHH_ngtdm_Strength,wavelet-HLL_firstorder_Median,wavelet-HLL_glcm_Idmn,wavelet-HLL_glcm_Idn,wavelet-HLL_glcm_Imc1,wavelet-HLL_glcm_MCC,wavelet-HLL_glrlm_RunPercentage,wavelet-HLL_glrlm_ShortRunEmphasis,wavelet-HLL_gldm_DependenceEntropy,wavelet-HLL_gldm_DependenceVariance,wavelet-HLL_ngtdm_Coarseness,wavelet-HLH_firstorder_Entropy,wavelet-HLH_firstorder_Median,wavelet-HLH_firstorder_Uniformity,wavelet-HLH_glcm_ClusterShade,wavelet-HLH_glcm_DifferenceVariance,wavelet-HLH_glcm_Idmn,wavelet-HLH_glcm_Idn,wavelet-HLH_glcm_SumEntropy"
